shc_item_id,shc_item_desc,business_unit,sears_div_nbr,sears_ln_nbr,sears_itm_nbr,unit_cost,starting_price,Abt Electronics,Amazon,Bed Bath and Beyond,BestBuy,Dick s Sporting Goods,Harbor Freight Tools,Home Depot,JC Penney,Kohls,Lowes,Macys,Menards,NordicTrack,Northern Tool,Office Depot,P.C. Richard Son,Staples,Target,ToysRUs,Walmart,Wayfair,hhgregg,min comp price,MR_current
2623146,CIRCULO,TOYS,52,9.0,1948,9.06,10.66,,,,,,,,,,,,,,,,,,,,9.06,,,9.06,0.15009380863
2623151,ERIC CARLES ABC GAME IN A TIN,TOYS,52,9.0,1951,7.25,9.92,,9.92,,,,,,,,,,,,,,,,,,9.92,,,9.92,0.269153225806
2628381,GROOOOVY BANDZZZZ SHAPED RUBBER BANDS,TOYS,52,37.0,19713,6.47,7.61,,5.41,,,,,,,,,,,,,,,,,,,,,5.41,0.149802890933
2628464,GROOOOVY BANDZZZZ SHAPED RUBBER BANDS D,TOYS,52,37.0,1972,6.47,8.33,,8.33,,,,,,,,,,,,,,,,,,,,,8.33,0.223289315726
2629836,GROOOOVY BANDZZZZ SHAPED RUBBER BANDS,TOYS,52,37.0,19721,6.47,10.44,,2.83,,,,,,,,,,,,,,,,,,,,,2.83,0.380268199234
2633680,TOE CLIPS,TOYS,52,76.0,1964,15.0,23.74,,,,,,,,,,,,,,,,,,,24.99,,,,24.99,0.368155012637
2644339,PRETEND PLAY SCHOOL SET,TOYS,52,9.0,1982,19.7,23.18,,,,,,,,,39.99,,,,,,,,,,23.99,19.7,,,19.7,0.150129421915
2670084,BLACKJACK DEALING SHOE 2 DECK,TOYS,52,51.0,20006,5.17,8.03,,8.03,,,,,,,,,,,,,,,,,,,,,8.03,0.356164383562
2670141,6 DECK DISCARD HOLDER WITH TOP,TOYS,52,51.0,20010,4.34,9.23,,9.23,,,,,,,,,,,,,,,,,,,,,9.23,0.529794149512
2670142,DELUXE 7IN1 GAME SET CHESS BACKGAM,TOYS,52,51.0,2002,32.26,44.99,,35.5,,,,,,,,,,,,,,,,,,,,,35.5,0.282951767059
